FirstName;LastName;Sex;BirthDate;PassengerDocument_RU;PassengerDocument_INTL;CardNumber;ETicketNumber;TravelClass;DepartDate;DepartTime;ArrivalDate;ArrivalTime;FlightNumber;From;Dest;Fare;CityFrom;CityTo;CountryFrom;CountryTo;AgentInfo;Bonus;LoyaltyLevelDT;LoyaltyNumberDT;LoyaltyLevelFB;LoyaltyNumberFB;LoyaltyLevelKE;LoyaltyNumberKE;LoyaltyLevelSU;LoyaltyNumberSU;Codeshare
NAZAR;GERASIMOV;MALE;;;;;;;10.05.2017;;;;CZ6028;TAS;PEK;;TASHKENT INTERNATIONAL;BEIJING;UZBEKISTAN;CHINA;;;;;;;;;Basic;SU 310703833;False
SEMEN;SAKHAROV;MALE;;;;;;;02.05.2017;;;;CZ6028;TAS;PEK;;TASHKENT INTERNATIONAL;BEIJING;UZBEKISTAN;CHINA;;;;;Basic;FB 287320507;Elite;KE 801521433;Elite;SU 900129076;False
VERA;NAZAROVA;FEMALE;;;;;;;10.05.2017;;;;CZ6028;TAS;PEK;;TASHKENT INTERNATIONAL;BEIJING;UZBEKISTAN;CHINA;;;Basic;DT 431984186;;;Elite+;KE 182771186;Basic;SU 838719004;False
EDUARD;ANOHIN;MALE;;;;DT 235308223;;Y;02.05.2017;;05.02.2017;;CZ6040;TBS;PEK;YRSTIP;TBILISI;BEIJING;GEORGIA;CHINA;;Delta SkyMiles;Elite;DT 235308223;;;;;;;False
ALEKSANDR;SOFRONOV;MALE;;;;;;;09.05.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;;;;;;;Basic;SU 821226519;False
AMALIIA;GOLOVINA;FEMALE;;;;;;;04.05.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;;;;;;;Elite;SU 368815014;False
DAMIR;KOVALEV;MALE;;;;;;;08.05.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;;;Elite;FB 277592159;;;;;False
DIANA;SHCHUKINA;FEMALE;;;;;;;25.04.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;;;Elite;FB 188057188;;;;;False
ELIZAVETA;DUBOVA;FEMALE;;;;;9741794917069676.0;;14.04.2017;;;;CZ6040;TBS;PEK;PTOLIN;TBILISI;BEIJING;GEORGIA;CHINA;;;;;Basic;FB 158272912;;;;;False
LIANA;KALININA;FEMALE;;;;;;;14.05.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;Elite;DT 972558023;Elite;FB 906971427;Basic;KE 641042351;Elite;SU 266711189;False
MARSEL;SAVIN;MALE;;;;;;;27.04.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;;;;;Elite+;KE 435641740;;;False
MATVEY;POLIKARPOV;MALE;;;;;;;09.05.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;;;Basic;FB 754250088;;;;;False
SEMEN;BESSONOV;MALE;;;;;6126177234703094.0;;05.05.2017;;;;CZ6040;TBS;PEK;MGMONQ;TBILISI;BEIJING;GEORGIA;CHINA;;;;;;;;;;;False
STANISLAV;SOMOV;MALE;;;;;;;14.05.2017;;;;CZ6040;TBS;PEK;;TBILISI;BEIJING;GEORGIA;CHINA;;;;;Elite;FB 417388538;;;;;False
VLADA;NIKIFOROVA;FEMALE;;;;;9373734852302178.0;;05.05.2017;;;;CZ6040;TBS;PEK;LEOJXL;TBILISI;BEIJING;GEORGIA;CHINA;;;;;;;;;;;
DEMID;ZLOBIN;MALE;;;;;;;04.05.2017;;;;CZ6040;URC;PEK;;URUMQI;BEIJING;CHINA;CHINA;;;;;Basic;FB 251341097;;;Elite+;SU 551987234;False
TIMUR;SOFRONOV;MALE;;;;;;;23.04.2017;;;;CZ6040;URC;PEK;;URUMQI;BEIJING;CHINA;CHINA;;;;;Basic;FB 762036083;;;;;False
MIROSLAVA;LAVROVA;FEMALE;;;;;;;30.04.2017;;;;CZ6042;SGN;PEK;;HO CHI MINH CITY;BEIJING;VIETNAM;CHINA;;;;;Basic;FB 8550870;;;Elite;SU 645715157;False
EVGENIYA;NOVIKOVA;FEMALE;;;;;;;09.05.2017;;;;CZ6101;SHE;PEK;;SHENYANG;BEIJING;CHINA;CHINA;;;Elite;DT 453981062;;;;;;;False
MIRON;SEVASTYANOV;MALE;;;;;7697781237624508.0;;04.05.2017;;;;CZ6105;SHE;PEK;PTTWUZ;SHENYANG;BEIJING;CHINA;CHINA;;;;;;;;;;;
AMALIIA;KORCHAGINA;FEMALE;;;;;1382305068753974.0;;21.04.2017;;;;CZ6109;SHE;PEK;YTZRVE;SHENYANG;BEIJING;CHINA;CHINA;;;;;;;;;;;False
ALENA;GUROVA;FEMALE;;;;;7076850417530437.0;;05.05.2017;;;;CZ6111;KMG;PEK;UWKJQT;KUNMING;BEIJING;CHINA;CHINA;;;;;;;;;;;
DARYA;SERGEEVA;FEMALE;;;;;;;05.05.2017;;;;CZ6113;AOG;PEK;;ANSHAN;BEIJING;CHINA;CHINA;;;;;Elite;FB 849145918;;;;;False
ELIZAVETA;LAPINA;FEMALE;;;;;;;14.05.2017;;;;CZ6113;AOG;PEK;;ANSHAN;BEIJING;CHINA;CHINA;;;;;;;;;Elite+;SU 952914638;False
ILYA;IVANOV;MALE;;;;;2841157349520926.0;;27.04.2017;;;;CZ6115;SHE;PEK;XRGVMW;SHENYANG;BEIJING;CHINA;CHINA;;;Elite;DT 408982404;;;;;;;False
OLGA;FEDOTOVA;FEMALE;;;;;;;22.04.2017;;;;CZ6119;CTU;PEK;;CHENGDU;BEIJING;CHINA;CHINA;;;;;;;Elite+;KE 103310535;;;False
KAROLINA;DOLGOVA;FEMALE;;;;;;;08.05.2017;;;;CZ6125;DLC;PEK;;DALIAN;BEIJING;CHINA;CHINA;;;Basic;DT 10874726;;;;;;;False
NINA;MAKSIMOVA;FEMALE;;;;;9212040897089000.0;;05.05.2017;;;;CZ6125;DLC;PEK;VXVAKE;DALIAN;BEIJING;CHINA;CHINA;;;;;;;;;;;False
PAULINE;TROFIMOVA;FEMALE;;;;;343902666270541.0;;18.04.2017;;;;CZ6125;DLC;PEK;RKWHBE;DALIAN;BEIJING;CHINA;CHINA;;;;;;;;;;;False
ILDAR;NIKOLSKII;MALE;;;;;;;04.05.2017;;;;CZ6129;DLC;PEK;;DALIAN;BEIJING;CHINA;CHINA;;;Basic;DT 997589714;;;;;;;False
MARIIA;PROKHOROVA;FEMALE;;;;;1432204327394524.0;;11.05.2017;;;;CZ6131;DLC;PEK;EFYYOZ;DALIAN;BEIJING;CHINA;CHINA;;;;;;;;;;;
MARYANA;PAVLOVSKAIA;FEMALE;;;;;;;12.05.2017;;;;CZ6135;CTU;PEK;;CHENGDU;BEIJING;CHINA;CHINA;;;;;;;;;;;False
LOVE;GALKINA;FEMALE;;;;;;;20.04.2017;;;;CZ6136;CTU;PEK;;CHENGDU;BEIJING;CHINA;CHINA;;;;;;;;;Elite+;SU 646181513;False
EVGENII;SHEVELEV;MALE;;;;FB 258889587;;;13.05.2017;;;;CZ6143;CGQ;PEK;ARSTHR;CHANGCHUN;BEIJING;CHINA;CHINA;;Flying Blue;;;Elite+;FB 258889587;Elite+;KE 58620559;Basic;SU 782724780;False
DAVID;SOTNIKOV;MALE;;;;;;;06.05.2017;;;;CZ6149;CGQ;PEK;;CHANGCHUN;BEIJING;CHINA;CHINA;;;;;;;;;Basic;SU 97684928;False
EMILIIA;LEBEDEVA;FEMALE;;;;;;;01.05.2017;;;;CZ6149;CGQ;PEK;;CHANGCHUN;BEIJING;CHINA;CHINA;;;Basic;DT 686967664;;;Basic;KE 765557183;Elite+;SU 90447526;False
NATALIIA;GRISHINA;FEMALE;;;;;;;25.04.2017;;;;CZ6149;CGQ;PEK;;CHANGCHUN;BEIJING;CHINA;CHINA;;;Elite;DT 248451329;Elite+;FB 168105468;Elite+;KE 351421589;;;False
TIMUR;SKVORTSOV;MALE;;;;;8864008874322781.0;;05.05.2017;;;;CZ6159;KMG;PEK;PMZZPD;KUNMING;BEIJING;CHINA;CHINA;;;Elite;DT 726355470;Elite;FB 727274956;Elite;KE 636588724;Elite+;SU 613874541;False
ALBINA;GONCHAROVA;FEMALE;;;;;9553388863857640.0;;10.05.2017;;;;CZ6160;KMG;PEK;FNKGML;KUNMING;BEIJING;CHINA;CHINA;;;;;;;;;;;
EVGENIYA;TROSHINA;FEMALE;;;;;;;05.05.2017;;;;CZ6187;KWE;PEK;;GUIYANG;BEIJING;CHINA;CHINA;;;Elite;DT 127728762;;;Elite;KE 853157025;Elite+;SU 153584790;False
STEPHANIE;CHIZHOVA;FEMALE;;;;;;;23.04.2017;;;;CZ6187;KWE;PEK;;GUIYANG;BEIJING;CHINA;CHINA;;;;;;;;;Basic;SU 660795178;False
IVAN;VINOKUROV;MALE;;;;;;;28.04.2017;;;;CZ6203;HRB;PEK;;HARBIN;BEIJING;CHINA;CHINA;;;;;;;;;Basic;SU 268233505;False
NOVEL;GORELOV;MALE;;;;;7021215408693992.0;;03.05.2017;;;;CZ6207;HRB;PEK;RQOXCI;HARBIN;BEIJING;CHINA;CHINA;;;;;;;;;;;
ANASTASIIA;KORNEVA;FEMALE;;;;;;;22.04.2017;;;;CZ6213;DQA;PEK;;DAQING;BEIJING;CHINA;CHINA;;;;;Basic;FB 807303378;;;;;False
VLADISLAV;SALNIKOV;MALE;;;;;;;12.05.2017;;;;CZ6217;HRB;PEK;;HARBIN;BEIJING;CHINA;CHINA;;;Elite;DT 449444475;;;Elite+;KE 330812805;Basic;SU 169999086;False
SAMIRA;BIRIUKOVA;FEMALE;;;;;8929312368515936.0;;27.04.2017;;;;CZ6268;HRB;PEK;PZHUSD;HARBIN;BEIJING;CHINA;CHINA;;;;;;;;;;;False
AMINA;KONSTANTINOV;FEMALE;;;;;;;04.05.2017;;;;CZ6280;HRB;PEK;;HARBIN;BEIJING;CHINA;CHINA;;;Elite+;DT 949565758;;;;;;;False
ZAHAR;BASOV;MALE;;;;SU 47286819;;Y;30.04.2017;;;;CZ6283;NNG;PEK;YFLXCZ;NANNING;BEIJING;CHINA;CHINA;;Aeroflot Bonus;;;Basic;FB 778855789;Basic;KE 551109827;Elite+;SU 47286819;False
YAN;BEZRUKOV;MALE;;;;;;;04.05.2017;;;;CZ6365;HAK;PEK;;HAIKOU;BEIJING;CHINA;CHINA;;;;;Basic;FB 971137544;Elite;KE 94795016;;;False
LARISA;EVDOKIMOVA;FEMALE;;;;DT 360354838;;Y;02.05.2017;;05.02.2017;;CZ6571;SWA;PEK;YFLXBF;SHANTOU;BEIJING;CHINA;CHINA;;Delta SkyMiles;Elite+;DT 360354838;;;;;;;False
VARVARA;MOROZOVA;FEMALE;;;;;;;08.05.2017;;;;CZ6571;SWA;PEK;;SHANTOU;BEIJING;CHINA;CHINA;;;;;Elite+;FB 990518121;;;Elite;SU 294859078;False
ANGELINA;ASTAFIEVA;FEMALE;;;;KE 98575912;;Y;06.05.2017;;05.06.2017;;CZ6585;WUH;PEK;YRSTIK;WUHAN;BEIJING;CHINA;CHINA;;Korean Air SKYPASS;;;;;Elite;KE 98575912;;;False
NIKITA;SHCHEGLOV;MALE;;;;;;;14.05.2017;;;;CZ6585;WUH;PEK;;WUHAN;BEIJING;CHINA;CHINA;;;Elite;DT 308375590;;;;;Elite;SU 289660199;False
ALIIA;USTINOVA;FEMALE;;;;;;;10.05.2017;;;;CZ6715;SYX;PEK;;SANYA;BEIJING;CHINA;CHINA;;;;;;;Basic;KE 478048152;;;False
ARSEN;KASIANOV;MALE;;;;;7463977006788621.0;;08.05.2017;;;;CZ6715;SYX;PEK;HMBHWG;SANYA;BEIJING;CHINA;CHINA;;;;;;;;;;;
VALERIIA;NEFEDOVA;FEMALE;;;;;8018146745081942.0;;08.05.2017;;;;CZ6715;SYX;PEK;ZNMXRW;SANYA;BEIJING;CHINA;CHINA;;;;;;;;;;;
VLADA;BESPALOVA;FEMALE;;;;;;;20.04.2017;;;;CZ6717;SYX;PEK;;SANYA;BEIJING;CHINA;CHINA;;;Elite+;DT 541676762;;;Elite;KE 678142799;;;False
ALBERT;CHEREPANOV;MALE;;;;KE 922039848;;Y;14.04.2017;;;;CZ6719;HAK;PEK;YFLXPE;HAIKOU;BEIJING;CHINA;CHINA;;Korean Air SKYPASS;;;;;Elite+;KE 922039848;;;False
ELINA;SHEVTCOVA;FEMALE;;;;;;;14.05.2017;;;;CZ6719;HAK;PEK;;HAIKOU;BEIJING;CHINA;CHINA;;;Basic;DT 63933596;;;;;;;False
JULIANA;NIKULINA;FEMALE;;;;;4996601799867969.0;;22.04.2017;;;;CZ6719;HAK;PEK;BJRTMG;HAIKOU;BEIJING;CHINA;CHINA;;;;;;;;;Basic;SU 362147459;False
NOVEL;FIRSOV;MALE;;;;;5809876359890273.0;;18.04.2017;;;;CZ6719;HAK;PEK;YAQTUF;HAIKOU;BEIJING;CHINA;CHINA;;;;;;;;;;;False
SOFYA;KUZMINA;FEMALE;;;;;;;05.05.2017;;;;CZ680;IST;PEK;;ISTANBUL;BEIJING;TURKEY;CHINA;;;Basic;DT 893587019;;;;;;;False
STANISLAV;FILATOV;MALE;;;;;;;24.04.2017;;;;CZ680;IST;PEK;;ISTANBUL;BEIJING;TURKEY;CHINA;;;;;;;;;Elite;SU 788067739;False
EMILIIA;KALININA;FEMALE;;;;DT 991730733;;;29.04.2017;;;;CZ6901;URC;PEK;YSTNLN;URUMQI;BEIJING;CHINA;CHINA;;Delta SkyMiles;Elite;DT 991730733;;;Elite+;KE 523541135;;;False
ALEXEY;BASHIROV;MALE;;;;;;;03.05.2017;;;;CZ6903;URC;PEK;;URUMQI;BEIJING;CHINA;CHINA;;;Basic;DT 355288972;;;;;;;False
ELINA;LATYSHEVA;FEMALE;;;;;9792210422250204.0;;09.05.2017;;;;CZ6905;URC;PEK;GNEADJ;URUMQI;BEIJING;CHINA;CHINA;;;;;;;;;;;
KAROLINA;RYZHOVA;FEMALE;;;;;;;13.05.2017;;;;CZ6905;URC;PEK;;URUMQI;BEIJING;CHINA;CHINA;;;;;;;Elite;KE 189193073;;;False
PAULINE;SAMOJLOVA;FEMALE;;;;;;;11.05.2017;;;;CZ6909;URC;PEK;;URUMQI;BEIJING;CHINA;CHINA;;;;;Elite+;FB 552544473;;;;;False
ZAHAR;SUKHAREV;MALE;;;;;;;14.04.2017;;;;CZ6932;URC;PEK;;URUMQI;BEIJING;CHINA;CHINA;;;Elite+;DT 161573480;;;;;;;False
KAROLINA;KALACHEVA;FEMALE;;;;;;;01.05.2017;;;;CZ6938;CSX;PEK;;CHANGSHA;BEIJING;CHINA;CHINA;;;Elite;DT 926751072;;;;;;;False
RODION;LUKIN;MALE;;;;;9494688266701564.0;;27.04.2017;;;;CZ6945;NAO;PEK;PJXPKG;NANCHONG;BEIJING;CHINA;CHINA;;;;;;;;;;;False
TATYANA;MAKAROVA;FEMALE;;;;;;;03.05.2017;;;;CZ6945;NAO;PEK;;NANCHONG;BEIJING;CHINA;CHINA;;;Basic;DT 785117527;Elite;FB 960536494;Basic;KE 987827099;;;False
VALERY;BALASHOV;MALE;;;;;4672379711466636.0;;19.04.2017;;;;CZ6945;NAO;PEK;TAJEDI;NANCHONG;BEIJING;CHINA;CHINA;;;Basic;DT 509655445;Elite+;FB 825933910;;;;;False
VITALII;DYAKOV;MALE;;;;;;;27.04.2017;;;;CZ6947;XIY;PEK;;XIAN;BEIJING;CHINA;CHINA;;;;;;;;;Basic;SU 569016236;False
GREGORY;KRJUCHKOV;MALE;;;;;;;24.04.2017;;;;CZ6992;XNN;PEK;;XINING;BEIJING;CHINA;CHINA;;;Basic;DT 921756629;;;;;;;False
NELLI;RUDAKOVA;FEMALE;;;;;;;14.05.2017;;;;CZ768;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;Basic;FB 303869833;;;Basic;SU 416009628;True
SAMIR;FEDOTOV;MALE;;;;;;;16.04.2017;;;;CZ768;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;;;;;Elite+;SU 57610656;True
VYACHESLAV;VERESCHAGIN;MALE;;;;;;;28.04.2017;;;;CZ768;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;Basic;DT 372787564;Basic;FB 929580661;;;;;True
IANA;VINOKUROVA;FEMALE;;;;;;;20.04.2017;;;;DL129;SEA;PEK;;SEATTLE WA;BEIJING;UNITED STATES;CHINA;;;;;;;Elite;KE 374013999;;;False
VERONIKA;ROMANOVA;FEMALE;;;;;2346012250373679.0;;11.05.2017;;;;GA890;CGK;PEK;AOYFAR;JAKARTA;BEIJING;INDONESIA;CHINA;;;;;;;;;;;
DARYA;KONONOVA;FEMALE;;;;;;;19.04.2017;;;;GA893;DPS;PEK;;DENPASAR;BEIJING;INDONESIA;CHINA;;;Elite+;DT 703938419;Elite+;FB 259533231;;;;;False
LIDIJA;SEMENOVA;FEMALE;;;;;;;08.05.2017;;;;GA893;DPS;PEK;;DENPASAR;BEIJING;INDONESIA;CHINA;;;Elite;DT 725641112;Elite;FB 590691200;;;;;False
SOFIYA;ERSHOVA;FEMALE;;;;;;;25.04.2017;;;;GA893;DPS;PEK;;DENPASAR;BEIJING;INDONESIA;CHINA;;;Elite;DT 452816528;;;;;;;False
NELLI;PANFILOVA;FEMALE;;;;;;;02.05.2017;;;;KE5801;REA;PEK;;SEOUL;BEIJING;KO;CHINA;;;Elite+;DT 774896846;;;;;;;True
ILDAR;NIKOLSKII;MALE;;;;;;;18.04.2017;;;;KE5803;REA;PEK;;SEOUL;BEIJING;KO;CHINA;;;Basic;DT 997589714;;;;;;;True
ALIIA;CHEREPANOVA;FEMALE;;;;;3286178343662712.0;;21.04.2017;;;;KE829;REA;PEK;GSPHGN;SEOUL;BEIJING;KO;CHINA;;;Basic;DT 991689158;Basic;FB 500140746;Basic;KE 546262582;;;False
ELENA;RODIONOVA;FEMALE;;;;;3910011864622982.0;;05.05.2017;;;;KE829;REA;PEK;XQCPUP;SEOUL;BEIJING;;CHINA;;;;;;;;;;;
IURII;SAVELEV;MALE;;;;;7495825370571815.0;;18.04.2017;;;;KE829;REA;PEK;TSVZYE;SEOUL;BEIJING;KO;CHINA;;;;;;;;;Basic;SU 677847527;False
RODION;DAVYDOV;MALE;;;;;5296955795633096.0;;03.05.2017;;;;KE829;REA;PEK;UHQNVZ;SEOUL;BEIJING;;CHINA;;;;;;;;;;;
VYACHESLAV;SAVITSKIY;MALE;;;;;;;20.04.2017;;;;KE829;REA;PEK;;SEOUL;BEIJING;KO;CHINA;;;Elite+;DT 541707613;;;;;;;False
ANATOLII;CHUMAKOV;MALE;;;;;;;05.05.2017;;;;KE849;REA;PEK;;SEOUL;BEIJING;KO;CHINA;;;;;Elite;FB 621475645;;;Basic;SU 66546291;False
DANIL;MIKHAYLOV;MALE;;;;;8491122797656681.0;;02.05.2017;;;;KE849;REA;PEK;GTTPWG;SEOUL;BEIJING;;CHINA;;;;;;;;;;;
NAZAR;DANILOV;MALE;;;;;4141314266786822.0;;06.05.2017;;;;KE849;REA;PEK;VONATO;SEOUL;BEIJING;;CHINA;;;;;;;;;;;
REGINA;ARTAMONOVA;FEMALE;;;;;2625698095144277.0;;25.04.2017;;;;KE849;REA;PEK;DKTGBP;SEOUL;BEIJING;KO;CHINA;;;;;;;;;;;False
JULIANA;SHULGINA;FEMALE;;;;;3717503185420214.0;;23.04.2017;;;;KE853;REA;PEK;RMYDQI;SEOUL;BEIJING;KO;CHINA;;;;;Elite;FB 692862326;Elite;KE 999406606;;;False
SVIATOSLAV;KULAKOV;MALE;;;;;3448530865905139.0;;06.05.2017;;;;KE853;REA;PEK;VSZYPN;SEOUL;BEIJING;;CHINA;;;;;;;;;;;
NOVEL;ABRAMOV;MALE;;;;KE 117054970;;;22.04.2017;;;;KE855;REA;PEK;YSTNPB;SEOUL;BEIJING;KO;CHINA;;Korean Air SKYPASS;Elite;DT 672381879;Elite+;FB 780702494;Basic;KE 117054970;;;False
SVETLANA;EMELYANOVA;FEMALE;;;;SU 358188822;;;04.05.2017;;;;KE859;REA;PEK;YGRPVQ;SEOUL;BEIJING;KO;CHINA;;Aeroflot Bonus;Basic;DT 344409216;Elite;FB 716895980;Elite;KE 840080560;Basic;SU 358188822;False
ARTEMIY;GRIBOV;MALE;;;;;;;04.05.2017;;;;KE859;REA;PEK;;SEOUL;BEIJING;KO;CHINA;;;;;Elite;FB 798102320;;;;;False
MAKSIM;FROLOV;MALE;;;;;;;05.05.2017;;;;KE859;REA;PEK;;SEOUL;BEIJING;KO;CHINA;;;;;;;;;;;False
MARIANA;TIMOFEEVA;FEMALE;;;;;3551869263401042.0;;03.05.2017;;;;KE859;REA;PEK;OTYLOH;SEOUL;BEIJING;;CHINA;;;;;;;;;;;
MAXIM;FROLOV;MALE;;;;;6949877900974392.0;;05.05.2017;;;;KE859;REA;PEK;EVFDNU;SEOUL;BEIJING;;CHINA;;;;;;;;;;;
TAMERLANE;VAVILOV;MALE;;;;;;;27.04.2017;;;;KE859;REA;PEK;;SEOUL;BEIJING;KO;CHINA;;;Basic;DT 638393577;;;;;;;False
TAMARA;RAKOVA;FEMALE;;;;FB 903858596;;Y;26.04.2017;;;;KE879;REA;PEK;YSTNSD;SEOUL;BEIJING;KO;CHINA;;Flying Blue;;;Elite+;FB 903858596;Elite;KE 661621284;;;False
ANATOLII;ERMOLAEV;MALE;;;;;5420959301214451.0;;31.05.2017;;;;KL1395;AMS;LED;VPUHCP;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;;;;;;;;;False
IRINA;GORJACHEVA;FEMALE;;;;;;;23.05.2017;;;;KL1395;AMS;LED;;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;Elite+;DT 48415769;;;;;;;False
VSEVOLOD;CHUMAKOV;MALE;;;;;9557662354252738.0;;30.05.2017;;;;KL1395;AMS;LED;STSCRK;AMSTERDAM;SAINT PETERSBURG;NETHERLANDS;RUSSIAN FEDERATION;;;;;;;;;;;False
ANTON;PANIN;MALE;;;;;;;17.04.2017;;;;KL4303;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;Basic;FB 851228443;;;;;True
IAROSLAV;SHISHKIN;MALE;;;;;;;27.04.2017;;;;KL4303;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;Elite;DT 631126240;;;;;;;True
MARINA;ANDRIANOVA;FEMALE;;;;;;;03.05.2017;;;;KL4303;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;Elite;DT 351005285;;;;;;;True
YAN;SKVORTSOV;MALE;;;;;395921298137595.0;;18.04.2017;;;;KL4303;AMS;PEK;VTDNGA;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;Elite+;FB 788303034;Elite+;KE 872760917;Elite;SU 320131955;True
VASILISA;ZELENINA;FEMALE;;;;SU 866886663;;Y;01.05.2017;;05.01.2017;;KL897;AMS;PEK;YSTNRT;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;Aeroflot Bonus;;;;;;;Basic;SU 866886663;False
IGNAT;KRUGLOV;MALE;;;;;;;14.05.2017;;;;KL897;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;Basic;FB 330333524;;;;;False
MIRON;POZDNJAKOV;MALE;;;;;2586240617069226.0;;14.05.2017;;;;KL897;AMS;PEK;IIHSGZ;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;;;Elite+;KE 211608985;;;False
OKSANA;GOLIKOVA;FEMALE;;;;;;;10.05.2017;;;;KL897;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;;;Elite+;KE 63785135;;;False
PAULINE;PANKRATOVA;FEMALE;;;;;1001317675260980.0;;02.05.2017;;;;KL897;AMS;PEK;WSWEMI;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;;;;;;;
SAMIR;DOBRYNIN;MALE;;;;;;;27.04.2017;;;;KL897;AMS;PEK;;AMSTERDAM;BEIJING;NETHERLANDS;CHINA;;;;;Basic;FB 109679821;;;;;False
LEV;EFIMOV;MALE;;;;;6368479698074580.0;;22.04.2017;;;;MF3508;TAO;PEK;INGONH;QINGDAO;BEIJING;CHINA;CHINA;;;;;;;;;;;True
LARISA;OREKHOVA;FEMALE;;;;;1162923042243759.0;;08.05.2017;;;;MF8101;XMN;PEK;IHNACR;XIAMEN;BEIJING;CHINA;CHINA;;;;;;;;;;;
MARYANA;AKIMOVA;FEMALE;;;;;;;05.05.2017;;;;MF8101;XMN;PEK;;XIAMEN;BEIJING;CHINA;CHINA;;;;;;;Elite+;KE 947917977;;;False
NATALIIA;ROMANOVA;FEMALE;;;;SU 988266478;;Y;08.05.2017;;05.08.2017;;MF8117;XMN;PEK;YGRPKF;XIAMEN;BEIJING;CHINA;CHINA;;Aeroflot Bonus;;;;;;;Basic;SU 988266478;False
ALBERT;NEFEDOV;MALE;;;;;;;19.04.2017;;;;MF8117;XMN;PEK;;XIAMEN;BEIJING;CHINA;CHINA;;;Basic;DT 591149278;;;;;;;False
IGNAT;MUKHIN;MALE;;;;;;;01.05.2017;;;;MF8117;XMN;PEK;;XIAMEN;BEIJING;CHINA;CHINA;;;Basic;DT 48783573;Elite;FB 529929646;;;Elite;SU 692107552;False
VIKTORIIA;ARKHIPOVA;FEMALE;;;;;8126452352771189.0;;14.04.2017;;;;MF8119;FOC;PEK;HHOEXN;FUZHOU;BEIJING;CHINA;CHINA;;;;;Basic;FB 524344702;;;;;False
PETR;BLOKHIN;MALE;;;;;;;10.05.2017;;;;MF8131;JJN;PEK;;QUANZHOU;BEIJING;CHINA;CHINA;;;;;Elite;FB 663495975;;;;;False
ROSTISLAV;UVAROV;MALE;;;;;;;10.05.2017;;;;MF8141;SZX;PEK;;SHENZHEN;BEIJING;CHINA;CHINA;;;Elite;DT 853147294;;;;;;;False
KIRILL;KOMAROV;MALE;;;;;7354103619924454.0;;20.04.2017;;;;MF8147;CSX;PEK;JPSCGS;CHANGSHA;BEIJING;CHINA;CHINA;;;Elite+;DT 489139711;Basic;FB 990240424;;;Elite;SU 156527490;False
ALINA;IASHINA;FEMALE;;;;;9905926624279612.0;;14.05.2017;;;;MF8148;CSX;PEK;ORLGGF;CHANGSHA;BEIJING;CHINA;CHINA;;;Basic;DT 473341377;;;Elite+;KE 906971505;Elite;SU 285323335;False
EVA;GALKINA;FEMALE;;;;;9673392617467552.0;;07.05.2017;;;;MF8148;CSX;PEK;RKYEBX;CHANGSHA;BEIJING;CHINA;CHINA;;;;;;;;;;;
GREGORY;SEREBRIAKOV;MALE;;;;;;;02.05.2017;;;;MF8149;HGH;PEK;;HANGZHOU;BEIJING;CHINA;CHINA;;;Elite;DT 444410205;;;;;;;False
VASILII;NEFEDOV;MALE;;;;;;;03.05.2017;;;;MF8149;HGH;PEK;;HANGZHOU;BEIJING;CHINA;CHINA;;;;;Elite+;FB 771569033;;;;;False
EMILIIA;DEMIANOVA;FEMALE;;;;;9019533329910400.0;;28.04.2017;;;;MF8159;XMN;PEK;ZADWHD;XIAMEN;BEIJING;CHINA;CHINA;;;Elite;DT 171173222;;;;;;;False
GEORGII;CHISTYAKOV;MALE;;;;;20312262926887.0;;10.05.2017;;;;MF8167;FOC;PEK;KMCRZG;FUZHOU;BEIJING;CHINA;CHINA;;;;;;;;;;;
